trial,original_ns,tco_ns,method2_ns,iterative_ns
653,1154765,1336625,1173636,812941
654,997687,1188821,1070315,784316
655,978859,1095586,1182475,744807
656,1192059,1128237,1137673,786829
657,1045492,1041668,943822,703019
658,957965,961926,941128,692976
659,974450,935345,899170,678238
660,992458,987900,933983,712582
661,970648,962991,916635,2251481
662,1103201,1187096,1106182,1029832
663,1163258,1174168,1055013,801568
664,1082062,1076045,942151,738310
665,1211558,1068378,1056184,729908
666,1158492,1171485,1138078,863260
667,1028890,1140247,892855,689408
668,1041083,1007974,930095,713040
669,1019528,1086748,1190931,783464
670,1601488,1184496,1184849,803996
671,1078303,1205563,1233930,809119
672,1184094,1411053,1134521,750174
673,1009231,1260822,1129260,812025
674,1160527,1111859,1100752,699014
675,1376538,973939,863196,707417
676,1008358,1038005,914185,756691
677,1025183,1061146,1330884,717076
678,988720,1025439,893121,702199
679,1176000,1103734,927134,946322
680,1120932,1036770,1112509,814262
681,1100176,1114958,978060,795327
682,1166086,1533249,1066514,808309
683,1167172,1136363,997314,757256
684,1076098,1085619,1153178,841919
685,1143849,1061455,882450,692029
686,1033203,1004013,918934,732911
687,931714,952406,894068,688546
688,945739,967592,873132,671443
689,954195,970063,884367,675512
690,1013181,1070529,971212,730250
691,960180,1017357,873504,668365
692,1126363,1251802,1117216,864282
693,1210749,1207171,1047334,835944
694,1140346,1137897,1133669,799533
695,1228970,1259534,1175861,863143
696,1187320,1074543,1135756,838883
697,1148988,1017388,900874,821152
698,1036663,1056769,966356,727448
699,981031,980989,909798,706767
700,1025162,1042829,993151,709355
701,1021839,1050157,948412,705010
702,993119,1006580,938722,717098
703,980201,943439,918009,686789
704,1111635,1101220,934397,723167
705,962341,947837,911629,682486
706,1001298,1184499,1147332,794230
707,1143732,1167683,1118642,780536
708,1096630,1167512,1129548,802825
709,1086034,1067568,963321,687747
710,1148141,1170527,1020317,763134
711,1143190,1182379,1165319,808639
712,1034459,1095214,1027569,702550
713,1005727,1022031,866189,672891
714,979126,2788124,1698746,800023
715,1126768,1215701,878456,714594
716,1010125,1296945,1191154,856327
717,1143242,1143860,1119208,742390
718,994056,1025577,896219,708205
719,991521,1011755,884921,682221
720,1068537,1100251,978390,753880
721,952331,1065066,1004492,702774
722,965910,995578,955047,704137
723,1076876,1141358,951660,766574
724,1014045,1027878,908477,730334
725,975217,956911,1904397,902934
726,958252,1132391,1293308,998581
727,1133690,1499986,1151698,782378
728,1133956,1136225,1138334,860970
729,1091657,1098409,1121060,730366
730,1096769,1213933,1374004,1177576
731,1065343,1191516,1089836,722774
732,985621,967453,908169,732209
733,948242,948700,972235,701602
734,1012393,1112615,956325,769066
735,1000083,1110160,1117056,822867
736,1318026,1220839,1141475,785296
737,1131006,1159286,1073808,811291
738,1137055,1107311,1185744,779683
739,1162497,1216404,1008166,816562
740,1260098,1273964,1148120,818171
741,1083052,1253453,1173988,891811
742,1160345,1223485,1258693,878446
743,1156118,1214594,4671125,890725
744,1264571,1313526,1209983,857765
745,1283112,1248671,1094064,817330
746,1035482,1107130,882865,1632012
747,2882734,1026791,882258,697715
748,902663,924185,886071,715148
749,1157108,1179514,1110315,796276
750,1065960,1151368,2464718,691187
751,1180920,1089070,1136662,841343
752,1072786,1157193,1156192,831354
753,2049430,1659076,1115885,929797
754,1233357,1108494,994322,815221
755,1130101,1173764,1177811,841365
756,1189663,1159536,1189556,836871
757,1177320,1209003,1177342,985143
758,1769521,1490163,1206373,867125
759,1242793,1186628,886305,844900
760,1128994,1136230,1189064,785828
761,1163753,1159787,1110821,844570
762,1310959,1159930,1140442,815838
763,1097024,1196447,1307946,863569
764,1015428,1118893,872982,791148
765,956677,1018347,881694,699430
766,992639,1055502,882279,752277
767,1033468,1138077,1103361,760430
768,1129334,1176660,1137886,890511
769,992352,1130272,1258613,834911
770,1166139,1256265,1100081,808671
771,1097471,1113499,951118,718759
772,1198950,1234731,1125575,760994
773,972820,960808,956357,680165
774,1035279,1061551,985408,768150
775,995908,1035322,932896,718950
776,1077344,1046003,899681,694073
777,947454,982128,913312,698717
778,1019337,1019539,1104926,836732
779,1236489,1411707,1311109,906795
780,1127098,1117375,1136289,782644
781,1316955,1319649,1154786,858659
782,1131827,1692068,1354516,823666
783,1278649,1218502,1139068,860586
784,1122243,980648,944685,716064
785,1135660,985248,1026057,917614
786,1019987,1035258,954355,708779
787,1133402,1198492,964355,804912
788,993865,1004268,884570,681038
789,1040636,1159706,1080113,771856
790,1211985,1190461,1108962,808266
791,1155288,1220674,1420004,814389
792,1230179,1154413,1350586,781228
793,999710,997016,927497,806733
794,1197927,1150665,1117577,741037
795,1146234,1078654,1008741,769769
796,1077707,1078995,940361,723647
797,1059037,1119143,906219,771409
798,935026,983012,932651,713349
799,1009369,1064096,953034,742986
800,946602,962299,973076,710249
801,900926,970414,897668,688812
802,1029177,1061210,937561,721197
803,957326,1117173,1099527,773869
804,1190803,2505948,1096822,806211
805,1120826,1093499,1153551,694403
806,975803,953343,903345,685660
807,1222325,1164211,1111667,826541
808,1294123,1037878,1075161,710228
809,1526428,1154957,890373,701390
810,1008038,1163412,950468,743071
811,1056717,1169642,992926,680325
812,968710,982415,901310,706054
813,951937,953513,893717,717491
814,992203,1012575,950659,781664
815,1030657,1036717,1191825,798682
816,1113712,1269469,1131049,825242
817,1151517,1177118,977943,809789
818,1112924,1076120,1125778,804838
819,1181538,1077227,1109836,740952
820,1115874,1356773,1214913,828990
821,1051253,1019784,912385,711101
822,973044,961192,917092,698983
823,1029975,1004097,924292,758438
824,977304,978444,924653,726660
825,987985,994992,877764,676011
826,1055620,1073660,912523,733838
827,1210323,1174744,1568480,905569
828,1151571,1103734,1199099,761707
829,1059326,1068388,1053256,821940
830,1108845,1039710,908317,827041
831,1106704,1086205,1138078,814198
832,1112551,1091572,925963,741239
833,943695,979615,894154,682412
834,938818,951362,890298,680357
835,940042,959572,905228,761410
836,978038,994886,902748,702784
837,1096555,1141336,1017526,775626
838,920532,1231121,1183967,686001
839,1218139,1156650,1139600,781856
840,997666,1170377,1142284,787096
841,1135778,1222229,1070592,793900
842,1053330,1067014,927124,763475
843,1222389,1426058,1509389,830076
844,1016930,1063659,907530,729813
845,1011436,1021520,903824,706012
846,1012373,1008144,961766,704669
847,1026089,1051403,915261,713284
848,997953,1017740,910117,752059
849,1007026,1023980,1114127,877658
850,1248044,1350916,1112604,854674
851,1223550,1236126,1119463,858276
852,1219876,1304346,1296285,834804
853,1071125,1006537,1083969,789002
854,1565924,1087876,1119313,869297
855,995972,1033703,1017994,746223
856,1018133,1036493,924962,712688
857,938327,2627805,1202538,855284
858,3070162,1331044,1205840,829575
859,1294847,1266030,1215243,891768
860,1192656,1157971,1127098,757054
861,1063138,1106917,1168184,822132
862,1353554,1064522,904856,707779
863,1165106,1064448,873579,687769
864,1007037,1061530,907188,746724
865,995078,1054916,1342120,927763
